job_id,entry_id,push_timestamp,value,revision,push_id,repository_name,test,lower_is_better,name,parent_signature,repository_id,measurement_unit,application,has_subtests,tags,extra_options,signature_id,framework_id,signature_hash,option_collection_hash,machine_platform,suite,should_alert,alert_id,alert_push_id,alert_prev_push_id,alert_creation_timestamp,alert_first_triaged,alert_triage_due_date,alert_repository,alert_framework,test_id,test_status,test_series_signature_framework_id,test_series_signature_signature_hash,test_series_signature_machine_platform,test_series_signature_test,test_series_signature_suite,test_series_signature_lower_is_better,test_series_signature_has_subtests,test_series_signature_option_collection_hash,test_series_signature_tags,test_series_signature_extra_options,test_series_signature_measurement_unit,test_series_signature_suite_public_name,test_series_signature_test_public_name,test_prev_taskcluster_metadata_task_id,test_prev_taskcluster_metadata_retry_id,test_taskcluster_metadata_task_id,test_taskcluster_metadata_retry_id,test_profile_url,test_prev_profile_url,test_is_regression,test_prev_value,test_new_value,test_t_value,test_amount_abs,test_amount_pct,test_summary_id,test_related_summary_id,test_manually_created,test_classifier,test_starred,test_classifier_email,test_backfill_record_context,test_backfill_record_status,test_backfill_record_total_actions_triggered,test_backfill_record_total_backfills_failed,test_backfill_record_total_backfills_successful,test_backfill_record_total_backfills_in_progress,test_noise_profile,alert_related_alerts,alert_status,alert_bug_number,alert_bug_due_date,alert_bug_updated,alert_issue_tracker,alert_notes,alert_push_timestamp,alert_prev_push_revision,alert_assignee_username,alert_assignee_email,alert_performance_tags
,1698815074,2023-05-22 10:20:25,1451.0,59efee44047ab7ec777916f9f2aa533eb33a25fe,1244253,mozilla-beta,loadtime,True,nytimes loadtime opt cold fission webrender,,6,ms,firefox,False,|c|o|l|d| |f|i|s|s|i|o|n| |w|e|b|r|e|n|d|e|r|,,4167944,13,23a77f80684f0ae1261953e4d8e0dcc84708efe4,102210fe594ee9b33d82058545b1ed14f4c8206e,windows10-64-shippable-qr,nytimes,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1698924066,2023-05-22 12:50:35,1473.0,f64639378b47382ab57adf6203e2b94c99e1f3cf,1244349,mozilla-beta,loadtime,True,nytimes loadtime opt cold fission webrender,,6,ms,firefox,False,|c|o|l|d| |f|i|s|s|i|o|n| |w|e|b|r|e|n|d|e|r|,,4167944,13,23a77f80684f0ae1261953e4d8e0dcc84708efe4,102210fe594ee9b33d82058545b1ed14f4c8206e,windows10-64-shippable-qr,nytimes,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1700424312,2023-05-22 13:23:22,1584.0,c25bee324fe2dbdddb68c9a44829182ba431bddd,1244379,mozilla-beta,loadtime,True,nytimes loadtime opt cold fission webrender,,6,ms,firefox,False,|c|o|l|d| |f|i|s|s|i|o|n| |w|e|b|r|e|n|d|e|r|,,4167944,13,23a77f80684f0ae1261953e4d8e0dcc84708efe4,102210fe594ee9b33d82058545b1ed14f4c8206e,windows10-64-shippable-qr,nytimes,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1700424053,2023-05-22 13:43:02,1610.5,8f4cda38290f237e6ddcc2e46b3317f4538e979e,1244396,mozilla-beta,loadtime,True,nytimes loadtime opt cold fission webrender,,6,ms,firefox,False,|c|o|l|d| |f|i|s|s|i|o|n| |w|e|b|r|e|n|d|e|r|,,4167944,13,23a77f80684f0ae1261953e4d8e0dcc84708efe4,102210fe594ee9b33d82058545b1ed14f4c8206e,windows10-64-shippable-qr,nytimes,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1699070112,2023-05-22 18:02:38,1460.5,3a78a160d7584e6f7624cc20ea364b05d4a3671a,1244588,mozilla-beta,loadtime,True,nytimes loadtime opt cold fission webrender,,6,ms,firefox,False,|c|o|l|d| |f|i|s|s|i|o|n| |w|e|b|r|e|n|d|e|r|,,4167944,13,23a77f80684f0ae1261953e4d8e0dcc84708efe4,102210fe594ee9b33d82058545b1ed14f4c8206e,windows10-64-shippable-qr,nytimes,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1699257504,2023-05-23 09:18:46,1455.0,ed40737cb95a517f2a77404a8191d1cd46bbb10b,1244938,mozilla-beta,loadtime,True,nytimes loadtime opt cold fission webrender,,6,ms,firefox,False,|c|o|l|d| |f|i|s|s|i|o|n| |w|e|b|r|e|n|d|e|r|,,4167944,13,23a77f80684f0ae1261953e4d8e0dcc84708efe4,102210fe594ee9b33d82058545b1ed14f4c8206e,windows10-64-shippable-qr,nytimes,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1699406738,2023-05-23 13:09:04,1441.0,8eecf106862ea56b832570bd15d10d6e6cd34fe8,1245056,mozilla-beta,loadtime,True,nytimes loadtime opt cold fission webrender,,6,ms,firefox,False,|c|o|l|d| |f|i|s|s|i|o|n| |w|e|b|r|e|n|d|e|r|,,4167944,13,23a77f80684f0ae1261953e4d8e0dcc84708efe4,102210fe594ee9b33d82058545b1ed14f4c8206e,windows10-64-shippable-qr,nytimes,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1699500796,2023-05-23 16:30:53,1454.0,18f79b69b59438d998569d811b6f77b0764b3c23,1245237,mozilla-beta,loadtime,True,nytimes loadtime opt cold fission webrender,,6,ms,firefox,False,|c|o|l|d| |f|i|s|s|i|o|n| |w|e|b|r|e|n|d|e|r|,,4167944,13,23a77f80684f0ae1261953e4d8e0dcc84708efe4,102210fe594ee9b33d82058545b1ed14f4c8206e,windows10-64-shippable-qr,nytimes,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1699519680,2023-05-23 16:49:14,1479.5,53ee070b649541904b75cbdf9d2b418385b407f7,1245253,mozilla-beta,loadtime,True,nytimes loadtime opt cold fission webrender,,6,ms,firefox,False,|c|o|l|d| |f|i|s|s|i|o|n| |w|e|b|r|e|n|d|e|r|,,4167944,13,23a77f80684f0ae1261953e4d8e0dcc84708efe4,102210fe594ee9b33d82058545b1ed14f4c8206e,windows10-64-shippable-qr,nytimes,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1699539564,2023-05-23 17:46:44,1440.5,ac0c93ea38fc5dc013c2c0776560d70a84f234f0,1245316,mozilla-beta,loadtime,True,nytimes loadtime opt cold fission webrender,,6,ms,firefox,False,|c|o|l|d| |f|i|s|s|i|o|n| |w|e|b|r|e|n|d|e|r|,,4167944,13,23a77f80684f0ae1261953e4d8e0dcc84708efe4,102210fe594ee9b33d82058545b1ed14f4c8206e,windows10-64-shippable-qr,nytimes,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
