,revision,value,repository_name,signature_id,framework_id,signature_hash,machine_platform,should_alert,has_subtests,extra_options,tags,option_collection_hash,test,suite,lower_is_better,name,parent_signature,repository_id,measurement_unit,application,job_id,entry_id,push_timestamp,push_id,single_alert_new_value,single_alert_classifier,alert_summary_prev_push_revision,alert_summary_id,single_alert_amount_pct,single_alert_prev_value,alert_summary_first_triaged,alert_summary_framework,single_alert_series_signature_framework_id,single_alert_series_signature_suite_public_name,alert_summary_related_alerts,single_alert_taskcluster_metadata_retry_id,alert_summary_prev_push_id,alert_summary_status,single_alert_status,alert_summary_assignee_username,single_alert_prev_taskcluster_metadata_task_id,alert_summary_bug_number,alert_summary_bug_due_date,single_alert_series_signature_test_public_name,alert_summary_issue_tracker,single_alert_amount_abs,single_alert_id,single_alert_taskcluster_metadata_task_id,single_alert_backfill_record_total_backfills_successful,single_alert_summary_id,single_alert_prev_taskcluster_metadata_retry_id,single_alert_is_regression,single_alert_manually_created,single_alert_classifier_email,single_alert_backfill_record_total_backfills_failed,single_alert_backfill_record_total_actions_triggered,alert_summary_assignee_email,alert_summary_creation_timestamp,single_alert_prev_profile_url,alert_summary_notes,single_alert_noise_profile,single_alert_related_summary_id,alert_summary_bug_updated,single_alert_profile_url,single_alert_backfill_record_context,single_alert_starred,single_alert_backfill_record_total_backfills_in_progress,single_alert_t_value,single_alert_series_signature_suite,single_alert_backfill_record_status,single_alert_series_signature_tags,alert_summary_triage_due_date,alert_summary_status_general
0,1db51625512e546534a6a7352ff4ff3b9c48d713,0.10729195024601035,autoland,4456026,2,4d2b4cbdb6acc5aa599c69fffc7fda747e03f5ef,linux64-shippable,True,True,,,102210fe594ee9b33d82058545b1ed14f4c8206e,,build times,True,build times opt nightly taskcluster-projects/970387039909/machineTypes/n2-custom-16-73728,,77,,,,1699982982,2023-05-24 10:49:25,1245770,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TN
1,2986566b85e12ccf269ca903ccb698de50faf59b,0.034548986221317524,autoland,4456026,2,4d2b4cbdb6acc5aa599c69fffc7fda747e03f5ef,linux64-shippable,True,True,,,102210fe594ee9b33d82058545b1ed14f4c8206e,,build times,True,build times opt nightly taskcluster-projects/970387039909/machineTypes/n2-custom-16-73728,,77,,,,1700031723,2023-05-24 12:07:13,1245803,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TN
2,6a96bb1f430f92b83cc31f74db4e4c1f71e155e5,0.06413632296300031,autoland,4456026,2,4d2b4cbdb6acc5aa599c69fffc7fda747e03f5ef,linux64-shippable,True,True,,,102210fe594ee9b33d82058545b1ed14f4c8206e,,build times,True,build times opt nightly taskcluster-projects/970387039909/machineTypes/n2-custom-16-73728,,77,,,,1700070568,2023-05-24 13:34:40,1245871,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TN
3,75dfc7c6f2a4df985f482f2a3300e59bd881f9b5,0.05587683168611246,autoland,4456026,2,4d2b4cbdb6acc5aa599c69fffc7fda747e03f5ef,linux64-shippable,True,True,,,102210fe594ee9b33d82058545b1ed14f4c8206e,,build times,True,build times opt nightly taskcluster-projects/970387039909/machineTypes/n2-custom-16-73728,,77,,,,1700141152,2023-05-24 15:27:35,1245957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TN
4,b9da43bde2c92655235855f4bb966f7a2537eafa,0.4784074920631145,autoland,4456026,2,4d2b4cbdb6acc5aa599c69fffc7fda747e03f5ef,linux64-shippable,True,True,,,102210fe594ee9b33d82058545b1ed14f4c8206e,,build times,True,build times opt nightly taskcluster-projects/970387039909/machineTypes/n2-custom-16-73728,,77,,,,1700186587,2023-05-24 17:26:23,1246058,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TN
5,93d1b1ef74ee305d8ba91db42b16a500e248e34a,0.1134249466680477,autoland,4456026,2,4d2b4cbdb6acc5aa599c69fffc7fda747e03f5ef,linux64-shippable,True,True,,,102210fe594ee9b33d82058545b1ed14f4c8206e,,build times,True,build times opt nightly taskcluster-projects/970387039909/machineTypes/n2-custom-16-73728,,77,,,,1700286864,2023-05-24 21:05:29,1246181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TN
6,468123d0735b96f7486f1e1a4de373e3dd7520bd,0.5740400487667516,autoland,4456026,2,4d2b4cbdb6acc5aa599c69fffc7fda747e03f5ef,linux64-shippable,True,True,,,102210fe594ee9b33d82058545b1ed14f4c8206e,,build times,True,build times opt nightly taskcluster-projects/970387039909/machineTypes/n2-custom-16-73728,,77,,,,1700289627,2023-05-24 21:30:03,1246204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TN
7,c1577427eba79d954813d300bfe6d4f09e0249f0,0.0988391209558892,autoland,4456026,2,4d2b4cbdb6acc5aa599c69fffc7fda747e03f5ef,linux64-shippable,True,True,,,102210fe594ee9b33d82058545b1ed14f4c8206e,,build times,True,build times opt nightly taskcluster-projects/970387039909/machineTypes/n2-custom-16-73728,,77,,,,1700401372,2023-05-25 01:52:13,1246339,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TN
8,ee3230b1fe26e5521d07465dcab71e75d586e422,0.4569023186557146,autoland,4456026,2,4d2b4cbdb6acc5aa599c69fffc7fda747e03f5ef,linux64-shippable,True,True,,,102210fe594ee9b33d82058545b1ed14f4c8206e,,build times,True,build times opt nightly taskcluster-projects/970387039909/machineTypes/n2-custom-16-73728,,77,,,,1700457710,2023-05-25 06:53:28,1246434,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TN
9,0fa1a00d99cad6800f243b00178be93e7d33eb57,0.488192189932259,autoland,4456026,2,4d2b4cbdb6acc5aa599c69fffc7fda747e03f5ef,linux64-shippable,True,True,,,102210fe594ee9b33d82058545b1ed14f4c8206e,,build times,True,build times opt nightly taskcluster-projects/970387039909/machineTypes/n2-custom-16-73728,,77,,,,1700465820,2023-05-25 07:22:13,1246451,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TN
