revision,value,repository_name,signature_id,framework_id,signature_hash,machine_platform,should_alert,has_subtests,extra_options,tags,option_collection_hash,test,suite,lower_is_better,name,parent_signature,repository_id,measurement_unit,application,job_id,entry_id,push_timestamp,push_id,alert_id,alert_push_id,alert_prev_push_id,alert_creation_timestamp,alert_first_triaged,alert_triage_due_date,alert_repository,alert_framework,test_id,test_status,test_series_signature_framework_id,test_series_signature_signature_hash,test_series_signature_machine_platform,test_series_signature_test,test_series_signature_suite,test_series_signature_lower_is_better,test_series_signature_has_subtests,test_series_signature_option_collection_hash,test_series_signature_tags,test_series_signature_extra_options,test_series_signature_measurement_unit,test_series_signature_suite_public_name,test_series_signature_test_public_name,test_prev_taskcluster_metadata_task_id,test_prev_taskcluster_metadata_retry_id,test_taskcluster_metadata_task_id,test_taskcluster_metadata_retry_id,test_profile_url,test_prev_profile_url,test_is_regression,test_prev_value,test_new_value,test_t_value,test_amount_abs,test_amount_pct,test_summary_id,test_related_summary_id,test_manually_created,test_classifier,test_starred,test_classifier_email,test_backfill_record_context,test_backfill_record_status,test_backfill_record_total_actions_triggered,test_backfill_record_total_backfills_failed,test_backfill_record_total_backfills_successful,test_backfill_record_total_backfills_in_progress,test_noise_profile,alert_related_alerts,alert_status,alert_bug_number,alert_bug_due_date,alert_bug_updated,alert_issue_tracker,alert_notes,alert_revision,alert_prev_push_revision,alert_assignee_username,alert_assignee_email,alert_performance_tags,alert_status_general,test_status_general
eb0e5efeb4144e02db4898c481ab299e4ffbe5a5,333.36331374196106,mozilla-beta,4788936,12,59407fe705837a0429987071fe599d9a0620322c,windows10-64-shippable-qr,True,False,,,102210fe594ee9b33d82058545b1ed14f4c8206e,cold.inspector.open.DAMP,damp,True,damp cold.inspector.open.DAMP opt e10s fission stylo webrender-sw,4788935,6,ms,firefox,,1705954984,2023-06-05 14:23:29,1251794,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TN,TN
8b6f8763d212b11acd7421760ab63612ce65bda4,335.39538946390394,mozilla-beta,4788936,12,59407fe705837a0429987071fe599d9a0620322c,windows10-64-shippable-qr,True,False,,,102210fe594ee9b33d82058545b1ed14f4c8206e,cold.inspector.open.DAMP,damp,True,damp cold.inspector.open.DAMP opt e10s fission stylo webrender-sw,4788935,6,ms,firefox,,1706040282,2023-06-05 15:57:01,1251874,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TN,TN
3a0243249f1d09b3f0c43845ba322404a24b2d6b,332.6567532004294,mozilla-beta,4788936,12,59407fe705837a0429987071fe599d9a0620322c,windows10-64-shippable-qr,True,False,,,102210fe594ee9b33d82058545b1ed14f4c8206e,cold.inspector.open.DAMP,damp,True,damp cold.inspector.open.DAMP opt e10s fission stylo webrender-sw,4788935,6,ms,firefox,,1706120539,2023-06-05 17:59:24,1251964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TN,TN
6c846bc8f52c1e5b929c199b58a33a4dc24df8f5,332.86644709872326,mozilla-beta,4788936,12,59407fe705837a0429987071fe599d9a0620322c,windows10-64-shippable-qr,True,False,,,102210fe594ee9b33d82058545b1ed14f4c8206e,cold.inspector.open.DAMP,damp,True,damp cold.inspector.open.DAMP opt e10s fission stylo webrender-sw,4788935,6,ms,firefox,,1706223549,2023-06-05 21:08:31,1252114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TN,TN
5f036ce2680a08b950cbfadd770beba129cbb195,341.277133889821,mozilla-beta,4788936,12,59407fe705837a0429987071fe599d9a0620322c,windows10-64-shippable-qr,True,False,,,102210fe594ee9b33d82058545b1ed14f4c8206e,cold.inspector.open.DAMP,damp,True,damp cold.inspector.open.DAMP opt e10s fission stylo webrender-sw,4788935,6,ms,firefox,,1706484401,2023-06-06 09:09:48,1252381,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TN,TN
5d89dee91e755667a691f2b544a063709213138b,332.11579795671196,mozilla-beta,4788936,12,59407fe705837a0429987071fe599d9a0620322c,windows10-64-shippable-qr,True,False,,,102210fe594ee9b33d82058545b1ed14f4c8206e,cold.inspector.open.DAMP,damp,True,damp cold.inspector.open.DAMP opt e10s fission stylo webrender-sw,4788935,6,ms,firefox,,1706764376,2023-06-06 16:19:01,1252629,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TN,TN
10ed1bfdc481f14670072cdbf87a69d9212c0d6c,332.1223966511109,mozilla-beta,4788936,12,59407fe705837a0429987071fe599d9a0620322c,windows10-64-shippable-qr,True,False,,,102210fe594ee9b33d82058545b1ed14f4c8206e,cold.inspector.open.DAMP,damp,True,damp cold.inspector.open.DAMP opt e10s fission stylo webrender-sw,4788935,6,ms,firefox,,1706813301,2023-06-06 18:01:12,1252674,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TN,TN
bd9ba4216df4d4c08f1a70ecb66009f13ee08aaa,332.75204236904597,mozilla-beta,4788936,12,59407fe705837a0429987071fe599d9a0620322c,windows10-64-shippable-qr,True,False,,,102210fe594ee9b33d82058545b1ed14f4c8206e,cold.inspector.open.DAMP,damp,True,damp cold.inspector.open.DAMP opt e10s fission stylo webrender-sw,4788935,6,ms,firefox,,1707457126,2023-06-07 16:41:52,1253259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TN,TN
eb1d2dce0bdff337836b19b97828f2dcf437f25e,335.0846011877718,mozilla-beta,4788936,12,59407fe705837a0429987071fe599d9a0620322c,windows10-64-shippable-qr,True,False,,,102210fe594ee9b33d82058545b1ed14f4c8206e,cold.inspector.open.DAMP,damp,True,damp cold.inspector.open.DAMP opt e10s fission stylo webrender-sw,4788935,6,ms,firefox,,1707486959,2023-06-07 17:56:51,1253314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TN,TN
b0bc9752e921bdc9e4c9de470cbf5fcf72061330,334.18126323521574,mozilla-beta,4788936,12,59407fe705837a0429987071fe599d9a0620322c,windows10-64-shippable-qr,True,False,,,102210fe594ee9b33d82058545b1ed14f4c8206e,cold.inspector.open.DAMP,damp,True,damp cold.inspector.open.DAMP opt e10s fission stylo webrender-sw,4788935,6,ms,firefox,,1708075067,2023-06-08 13:18:16,1253873,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TN,TN
7123a4cb9219dc73123928c80505ef5544239e3c,334.62203667351696,mozilla-beta,4788936,12,59407fe705837a0429987071fe599d9a0620322c,windows10-64-shippable-qr,True,False,,,102210fe594ee9b33d82058545b1ed14f4c8206e,cold.inspector.open.DAMP,damp,True,damp cold.inspector.open.DAMP opt e10s fission stylo webrender-sw,4788935,6,ms,firefox,,1708233083,2023-06-08 17:59:52,1254099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TN,TN
8ef0eed85dd1724df18acbc52ede7bda8d19d4ca,328.2043492656221,mozilla-beta,4788936,12,59407fe705837a0429987071fe599d9a0620322c,windows10-64-shippable-qr,True,False,,,102210fe594ee9b33d82058545b1ed14f4c8206e,cold.inspector.open.DAMP,damp,True,damp cold.inspector.open.DAMP opt e10s fission stylo webrender-sw,4788935,6,ms,firefox,,1708313654,2023-06-08 21:41:16,1254264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TN,TN
7b1a019c17f8faeb278c5ff106b55a8737c63e4d,336.85924917602165,mozilla-beta,4788936,12,59407fe705837a0429987071fe599d9a0620322c,windows10-64-shippable-qr,True,False,,,102210fe594ee9b33d82058545b1ed14f4c8206e,cold.inspector.open.DAMP,damp,True,damp cold.inspector.open.DAMP opt e10s fission stylo webrender-sw,4788935,6,ms,firefox,,1708708284,2023-06-09 13:50:39,1254632,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TN,TN
c2d0daebef20fa875f5260a684fe17c55e129a35,329.47097006741,mozilla-beta,4788936,12,59407fe705837a0429987071fe599d9a0620322c,windows10-64-shippable-qr,True,False,,,102210fe594ee9b33d82058545b1ed14f4c8206e,cold.inspector.open.DAMP,damp,True,damp cold.inspector.open.DAMP opt e10s fission stylo webrender-sw,4788935,6,ms,firefox,,1708859233,2023-06-09 18:01:58,1254819,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TN,TN
5fdbfc5f981230abe820c6b234bcf7262e366be0,332.68821366363454,mozilla-beta,4788936,12,59407fe705837a0429987071fe599d9a0620322c,windows10-64-shippable-qr,True,False,,,102210fe594ee9b33d82058545b1ed14f4c8206e,cold.inspector.open.DAMP,damp,True,damp cold.inspector.open.DAMP opt e10s fission stylo webrender-sw,4788935,6,ms,firefox,,1709209489,2023-06-10 18:00:11,1255248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TN,TN
b00e6f811a19a3b7ed808efda6906dde57f88e71,328.6403974212949,mozilla-beta,4788936,12,59407fe705837a0429987071fe599d9a0620322c,windows10-64-shippable-qr,True,False,,,102210fe594ee9b33d82058545b1ed14f4c8206e,cold.inspector.open.DAMP,damp,True,damp cold.inspector.open.DAMP opt e10s fission stylo webrender-sw,4788935,6,ms,firefox,,1709476424,2023-06-11 14:48:42,1255364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TN,TN
fb3ad1dbd6bbf62e33596cc17abc8bff6a4f425f,333.83827902493385,mozilla-beta,4788936,12,59407fe705837a0429987071fe599d9a0620322c,windows10-64-shippable-qr,True,False,,,102210fe594ee9b33d82058545b1ed14f4c8206e,cold.inspector.open.DAMP,damp,True,damp cold.inspector.open.DAMP opt e10s fission stylo webrender-sw,4788935,6,ms,firefox,,1709501164,2023-06-11 18:03:00,1255381,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TN,TN
5951b4f28e66d24853b3a42841374e1beec510f9,338.60051657501253,mozilla-beta,4788936,12,59407fe705837a0429987071fe599d9a0620322c,windows10-64-shippable-qr,True,False,,,102210fe594ee9b33d82058545b1ed14f4c8206e,cold.inspector.open.DAMP,damp,True,damp cold.inspector.open.DAMP opt e10s fission stylo webrender-sw,4788935,6,ms,firefox,,1709954166,2023-06-12 13:25:59,1255703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TN,TN
795df8f2c2a47a7beef0be639b8c4796877a5c14,331.06306650714987,mozilla-beta,4788936,12,59407fe705837a0429987071fe599d9a0620322c,windows10-64-shippable-qr,True,False,,,102210fe594ee9b33d82058545b1ed14f4c8206e,cold.inspector.open.DAMP,damp,True,damp cold.inspector.open.DAMP opt e10s fission stylo webrender-sw,4788935,6,ms,firefox,,1710084296,2023-06-12 17:59:34,1255857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TN,TN
1617cf9288b5d9d85d3cde49ead5c3a8452963e4,336.0061481054436,mozilla-beta,4788936,12,59407fe705837a0429987071fe599d9a0620322c,windows10-64-shippable-qr,True,False,,,102210fe594ee9b33d82058545b1ed14f4c8206e,cold.inspector.open.DAMP,damp,True,damp cold.inspector.open.DAMP opt e10s fission stylo webrender-sw,4788935,6,ms,firefox,,1710176418,2023-06-12 21:24:58,1256015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TN,TN
43f24f969b5b2820fa906b6f56770b9bf8e41982,341.9002296490278,mozilla-beta,4788936,12,59407fe705837a0429987071fe599d9a0620322c,windows10-64-shippable-qr,True,False,,,102210fe594ee9b33d82058545b1ed14f4c8206e,cold.inspector.open.DAMP,damp,True,damp cold.inspector.open.DAMP opt e10s fission stylo webrender-sw,4788935,6,ms,firefox,,1710576131,2023-06-13 13:44:08,1256472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TN,TN
5cacd05ad73e50693f7c5cfd239e806f0e58ec8f,336.7549091321173,mozilla-beta,4788936,12,59407fe705837a0429987071fe599d9a0620322c,windows10-64-shippable-qr,True,False,,,102210fe594ee9b33d82058545b1ed14f4c8206e,cold.inspector.open.DAMP,damp,True,damp cold.inspector.open.DAMP opt e10s fission stylo webrender-sw,4788935,6,ms,firefox,,1710705649,2023-06-13 17:45:06,1256646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TN,TN
